"Title","Tour Destination"
"Hotel in Florence","Italy,,Florence,Florence Peretola Airport,Palazzo Pitti and Giardino Boboli,Piazza del Duomo (Cathedral Square),Ponte Vecchio,Santa Croce,The Bargello (Museo Nazionale del Bargello),The Uffizi (Gallerie degli Uffizi),,"
"Hotel in Frankfurt","Germany,,Frankfurt,,Eschenheimer Turm,Frankfurt Botanical Gardens,Frankfurt Zoo,Goethe-Haus,Heidelberg,Historical Museum (Historisches Museum),Liebieghaus,Senckenberg Museum of Natural History,St Bartholomew Cathedral,Städel Gallery,The Fairy Tale Road,Wiesbaden,,"
"Hotel in Fukuoka","Japan,,Fukuoka,Fukuoka Airport,Dazaifu,Fukuoka Asian Art Museum,Kushida Shrine,Mount Aso,Nagasaki,Shofukuji Temple,,"
"Hotel in Gdansk","Poland,,Gdansk,,Malbork Castle,Sopot,Westerplatte,,"
"Hotel in Geneva","Switzerland,,Geneva,Geneva Airport,Aquaparc,Barbier-Mueller Museum,Château de Chillon,International Red Cross and Red Crescent Museum,Jet dEau,Lake Geneva (Lac Léman),Lausanne,Musée dHistorie Naturelle,Museum of Art and History,Museum of Modern and Contemporary Art,Palais des Nations (United Nations),Patek Philippe Museum,Place Neuve,Public Parks,St Peters Cathedral,,"
"Hotel in Genoa","Italy,,Genoa,Genoa Airport,Genoa Aquarium,Museum of Sant Agostino,Palazzo Tursi,,"
"Hotel in Glasgow","United Kingdom,Scotland,Glasgow,Glasgow Airport,Burrell Collection,Gallery of Modern Art,Glasgow Cathedral,Glasgow Science Centre,Kelvingrove Art Gallery and Museum,,"
"Hotel in Goa","India,,Goa,Dabolim Airport,Anjuna,Anjuna Flea Market,Baga Beach,Calangute Beach,Colva,Dr Salim Ali Bird Sanctuary,Dudhsagar Waterfall,Goa Beaches,Old Goa,Palolem,Panaji,,"
"Hotel in Gothenburg","Sweden,,Gothenburg,Gothenburg Airport,Elfsborg Fortress,Göta Canal,Göteborg Botanical Garden,Gothenburg Archipelago,Liseberg Amusement Park,,"
"Hotel in Groningen","Netherlands,,Groningen,Groningen Eelde Airport,,,"
"Hotel in Guangzhou","China,,Guangzhou,Guangzhou Airport,Baiyun Mountain,Chimelong,South China Botanical Garden,Temple of the Six Banyan Trees,,"
"Hotel in Halifax","Canada,Nova Scotia,Halifax,Halifax International,Citadel,Maritime Museum of the Atlantic,Memory Lane Heritage Village,,"
"Hotel in Hamburg","Germany,,Hamburg,Hamburg Airport,Blankenese,Hamburg Warehouse Complex,Hamburger Kunsthalle,Hameln,Lübeck,Miniature Wonderland,Museum of Hamburg History,Planten un Blomen,Reeperbahn,St Michaelis Church,Sylt,,"
"Hotel in Hamilton","Bermuda,,Hamilton,Bermuda International Airport,Bermuda Railway Trail,Botanical Gardens,Crystal Caves,Fort Hamilton,Harrington Sound,,"
"Hotel in Hanoi","Vietnam,,Hanoi,Hanoi Airport,Cat Ba island,Halong Bay,Ho Chi Minh’s Mausoleum,Old Quarter,One Pillar Pagoda,Sa Pa and Bac Ha,Temple of Literature (Van Mieu),,"
"Hotel in Harare","Zimbabwe,,Harare,Harare International Airport,,,"
"Hotel in Hartford","United States of America,Connecticut,Hartford,Bradley Airport,Mark Twain House and Museum,Mystic Seaport,Old State House,Wadsworth Atheneum Museum of Art,,"
"Hotel in Havana","Cuba,,Havana,Havana International,Acuario Nacional,Bay of Pigs Museum,Camera Oscura,Capitolio Nacional,Cayo Largo Del Sur,Cigar Factories,El Malécon,Ernest Hemingway Museum,Habana Vieja (Old Havana),Montemar Natural Park,Museo de la Ciudad (Museum of the City),Museo de la Revolución,Museo Nacional de Bellas Artes,Playas del Este,Plaza de la Revolución,Varadero,,"
"Hotel in Helsinki","Finland,,Helsinki,Helsinki-Vantaa International Airport,Helsinki Zoo,Market Square,National Museum of Finland,Santa Claus Village,Senate Square,Seurasaari Open Air Museum,Suomenlinna Fortress,Temppeliaukio Church,Uspenski Cathedral,,"
"Hotel in Ho Chi Minh City","Vietnam,,Ho Chi Minh City,Ho Chi Minh Airport,Ben Thanh Market,Cholon,Cu Chi Tunnels,Dam Sen Water Park,Mekong Delta,Mui Ne,Pham Ngu Lau,War Remnants Museum,,"
"Hotel in Hobart","Australia,Tasmania,Hobart,Hobart International,Cradle Mountain,Devonport,Louisas Walk,Mount Wellington,Port Arthur,The Wall in the Wilderness,,"
"Hotel in Hong Kong City","Hong Kong,,Hong Kong City,Hong Kong International Airport,Aberdeen,Avenue of Stars,Big Buddha,Hong Kong Disneyland,Hong Kong Museum of Art,Hong Kong Museum of History,Hong Kong Police Museum,Hong Kong Science Museum,Hong Kong Wetland Park,Kowloon Park,Lantau,Macau,Ngong Ping 360,Ocean Park,Stanley,Statue Square,Ten Thousand Buddhas Monastery,Victoria Peak,Western Market,Wong Tai Sin Temple,,"
"Hotel in Honolulu","United States of America,Hawaii,Honolulu,Honolulu International Airport,Bishop Museum,Diamond Head Crater,Honolulus Chinatown,USS Arizona Memorial Museum,Waikiki Aquarium,,"
"Hotel in Houston","United States of America,Texas,Houston,,Bayou Bend,Lyndon B. Johnson Space Center,Museum District,National Museum of Funeral History,Sam Houston Historical Park,The Orange Show,,"
"Hotel in Indianapolis","United States of America,Indiana,Indianapolis,Indianapolis Airport,Eiteljorg Museum of American Indians and Western Art,Indianapolis Motor Speedway,NCAA Hall of Champions,,"
"Hotel in Inverness","United Kingdom,Scotland,Inverness,,,,"
"Hotel in Istanbul","Turkey,,Istanbul,,Blue Mosque (Sultan Ahmet Camii),Covered Bazaar (Kapali Çarsi),Discovery Sphere Planetarium,Dolmabahce Palace,Galata Tower,Hagia Sophia (Aya Sofya),Hippodrome,Istanbul Dolphinarium,Museum of the History of Science and Technology,Sunken Palace,Topkapi Palace Museum,Turkish and Islamic Art Museum,,"
"Hotel in Jackson Mississippi","United States of America,Mississippi,Jackson Mississippi,Jackson International Airport,Elvis Presley Birthplace,Eudora Welty House,Farish Street Historical District,Mississippi Museum of Art,Mississippi Museum of Natural Science,Old Capitol Museum,Russell C. Davis Planetarium,The Governors Mansion,Vicksburg National Military Park,,"
"Hotel in Jakarta","Indonesia,,Jakarta,Jakarta International Airport,Indonesia Miniature Park/Taman Mini,Jalan Jaksa,Kota,National Monument of Indonesia,,"
"Hotel in Jeddah","Saudi Arabia,,Jeddah,Jeddah Airport,Mecca,Souq Al Alawi,Taif,,"
"Hotel in Jerusalem","Israel,,Jerusalem,,Bethlehem,Church of the Holy Sepulchre,Citadel or Tower of David,Hezekiahs Tunnel,Makhtesh Ramon (Ramon Crater),Masada,Temple Mount (Al-Haram al-Sharif),The Dead Sea,The Israel Museum,Via Dolorosa,Western Wall (HaKotel HaMaaravi),Yad VaShem,,"
"Hotel in Johannesburg","South Africa,,Johannesburg,Johannesburg Airport,Constitution Hill,Cradle of Humankind and Maropeng Visitor Centre,Gold Reef City,Hector Pieterson Memorial Site and Museum,Johannesburg Zoo,Kruger National Park,Lost City,Melville,Newtown Cultural Precinct,SAB World of Beer,Soweto,The Apartheid Museum,Walter Sisulu National Botanical Gardens,Warmbaths,,"
"Hotel in Juneau","United States of America,Alaska,Juneau,Juneau Airport,,,"
"Hotel in Kathmandu","Nepal,,Kathmandu,Kathmandu Airport,Bhaktapur,Boudhanath Stupa,Changu Narayan Temple,Durbar Square,Pashupatinath Temple,Patan,Royal Chitwan National Park,Swayambhunath Stupa,,"
"Hotel in Ketchikan","United States of America,Alaska,Ketchikan,Ketchikan Airport,,,"
"Hotel in Kingston","Jamaica,,Kingston,Kingston International Airport,Blue Mountains,Bob Marley Museum,Devon House,Hope Botanical Gardens,Jablum Coffee Company,National Gallery,Port Royal,Spanish Town,,"
"Hotel in Kolkata","India,,Kolkata,Kolkata Airport,Great Banyan Tree,Indian Museum,Kalighat Temple,Marble Palace,Mother House,Victoria Memorial,,"
"Hotel in Krakow","Poland,,Krakow,Krakow International Airport,Auschwitz Memorial Museum,Bieszczady Mountains,Galicia Jewish Museum,Kazimierz District and the Old Synagogue,Main Market Square (Rynek Glówny),Piwnica pod Baranami,Wawel,Wieliczka Salt Mine,,"
"Hotel in Kuala Lumpur","Malaysia,,Kuala Lumpur,Kuala Lumpur Airport,Batu Caves,Chinatown,Friday Mosque (Masjid Jamek),Kuala Lumpur Railway Station,Melaka (Historic City),Merdeka Square (Dataran Merdeka),National Museum (Muzium Negara),Perdana Botanical Gardens,Petronas Towers,Taman Negara National Park,,"
"Hotel in Kyoto","Japan,,Kyoto,Kansai International Airport,Gion,Golden Pavilion (Kinkakuji),Katsura Imperial Villa,Kiyomizu-dera,Kyoto Imperial Palace,Minamiza Kabuki Theatre,Nara,Sanjusangen-do,To-ji,,"
"Hotel in La Coruna","Spain,,La Coruna,,,,"
"Hotel in Las Vegas","United States of America,Nevada,Las Vegas,Las Vegas Airport,Adventuredome,Bellagio Hotel and Casino,Buffalo Bills,Dig This,Fremont Street Experience,Grand Canyon,Hoover Dam,Imperial Palace Auto Collection,Mandalay Bay,MGM Grand,Red Rock Canyon,The Grand Canyon,The Luxor,The Mirage,Treasure Island,Valley of Fire State Park,Venetian Hotel and Casino,,"
"Hotel in Leeds","United Kingdom,England,Leeds,Leeds Bradford Airport,Abbey House Museum,Armley Mills Industrial Museum,Leeds Art Gallery,Royal Armouries Museum,Thackray Museum,,"
"Hotel in Lille","France,,Lille,Lille Airport,Hospice Comtesse Museum,Musée des Moulins,Notre-Dame de la Treille Cathedral,Palais des Beaux-Arts,,"
"Hotel in Lima","Peru,,Lima,Lima International,Church of San Francisco,Marcahuasi,Museo de la Nacion (National Museum),Museo de Oro del Peru (Gold Museum),Museo Rafael Larco Herrera,Pisco,Plaza Mayor and Plaza San Martin,The Nazca Lines,,"
"Hotel in Lisbon","Portugal,,Lisbon,Lisbon Airport,Alfama,Bairro Alto,Calouste Gulbenkian Museum,Calouste Gulbenkian Planetarium,Castelo de Sao Jorge,Cristo Rei,Evora,Fado Bars,Fatima,Jeronimos Monastery,Monument to the Discoveries,Museu de Marinha (Maritime Museum),Oceanario de Lisboa (Lisbon Oceanarium),Sé de Lisboa,Setúbal,Sintra,Tower of Belem,Tram 28,Vasco da Gama Aquarium,,"
"Hotel in Liverpool","United Kingdom,England,Liverpool,Liverpool Airport,Beatles Story Experience,Merseyside Maritime Museum,Speke Hall,Tate Liverpool,,"
"Hotel in Ljubljana","Slovenia,,Ljubljana,Ljubljana Joze Pucnik Airport,Cathedral of St Nicholas,Joze Plecnik House,Lake Bled,Ljubljana Castle,Ljubljana Zoo,National Museum of Slovenia,Postojna Cave,Tivoli Park,Triglav National Park,,"
"Hotel in Llandudno","United Kingdom,Wales,Llandudno,,,,"
"Hotel in London","United Kingdom,England,London,,Abbey Road Studios,Big Ben and the Houses of Parliament,Borough Market,British Museum,Buckingham Palace and the Queens Gallery,Camden Market,Canterbury,Chessington World of Adventures,Greenwich,Hamleys,Hampton Court Palace,Harrods,Imperial War Museum,Leeds Castle,London Dungeons,London Eye,London Science Museum,London Zoo,Madame Tussauds,National Gallery,Natural History Museum,Piccadilly Circus,Shakespeares Globe Theatre,Speakers Corner at Hyde Park,St Pauls Cathedral,Tate Modern,Tower Bridge,Tower of London,Victoria and Albert Museum,West End Shows,Westminster Abbey,Windsor Castle,,"
"Hotel in Los Angeles","United States of America,California,Los Angeles,,Anaheim,Beach Communities,Castle Park,Celebrity Gravesites,Death Valley National Park,Disneyland Resort,Getty Center,Getty Villa,Griffith Park and Observatory,Hollywood,Knotts Berry Farm,La Brea Tar Pits,Los Angeles Zoo,Magicopolis,Medieval Times,Peach Tree Pottery,Six Flags Magic Mountain,Universal Studios Hollywood,Walt Disney Concert Hall,Warner Bros Studios,West LA,,"
"Hotel in Louisville","United States of America,Kentucky,Louisville,Louisville International Airport,Belle of Louisville,Cathedral of the Assumption,Churchill Downs,Fort Knox,Frankfort,Kentucky Derby Museum,Kentucky Horse Park,Kentucky Science Center,Louisville Glassworks,Mammoth Cave,Muhammad Ali Center,Thomas Edisons House,Woodford Reserve Distillery,,"
"Hotel in Luxembourg-Ville","Luxembourg,,Luxembourg-Ville,Luxembourg Airport,Clervaux,Echternach,Grand Ducal Palace,Luxembourg American Cemetery and Memorial,Mondorf-les-Bains,Moselle Valley,The Fortress,The National Museum for History and Art,Vianden,,"
"Hotel in Lyon","France,,Lyon,Lyon Airport,Ancient Theatre of Fourvière,Historical Museum of Lyon and International Puppet Museum,Lyon National Opera House,,"
"Hotel in Mackinaw City","United States of America,Michigan,Mackinaw City,,Colonial Michilimackinac,Fort Mackinac,Great Lakes Shipwreck Museum,Historic Mill Creek Discovery Park,Mackinac Island,,"
"Hotel in Madrid","Spain,,Madrid,Madrid Barajas Airport,Cuenca,Flamenco at Corral de la Moreria,Madrid Zoo and Aquarium,Monastery of San Lorenzo de El Escorial,National Archaeological Museum of Spain,Parque de Atracciones,Parque del Buen Retiro,Plaza Mayor,Puerta del Sol,Reina Sofia National Art Centre Museum,Royal Botanic Garden,Royal Palace,Safari Park,San Antonio de la Florida,Segovia,Sorolla Museum,The Prado,Thyssen-Bornemisza Museum,Toledo,,"
"Hotel in Malmo","Sweden,,Malmo,Malmö Airport,,,"
"Hotel in Manchester","United Kingdom,England,Manchester,Manchester Airport,Bridgewater Hall,Chatsworth House,Museum of Science and Industry,Old Trafford,Peak District,,"
"Hotel in Marrakech","Morocco,,Marrakech,Marrakech Airport,Agadir,Ait Benhaddou,Bab Agnaou,Ben Youssef Madrasa,Djemaa el-Fna,El Badi Palace,Essaouira,Koutoubia Mosque,Majorelle Garden,Ouirgane,Oukaimeden,Saadian Tombs,Souks,The Museum of Marrakech,Todra Gorge,,"
"Hotel in Marseille","France,,Marseille,Marseille Provence Airport,Cassis,Château dIf,Marseille Beaches,Massif des Calanques,Palais Longchamp,,"
"Hotel in Melbourne","Australia,Victoria,Melbourne,Melbourne Airport,Ballarat,Cooks Cottage,Dandenong Ranges National Park,Eureka Tower,Federation Square,Grampians National Park,Great Ocean Road,Melbourne Cricket Ground (MCG),Melbourne Museum,Melbourne Zoo,Old Melbourne Gaol,Puffing Billy Railway,Queen Victoria Market,Yarra River,,"
"Hotel in Memphis","United States of America,Tennessee,Memphis,Memphis International,Graceland,Memphis Botanic Garden,Memphis Rock n Soul Museum,Mud Island River Park,Pink Palace Museum,Stax Museum of American Soul Music,Sun Studio,,"
"Hotel in Mexico City","Mexico,,Mexico City,Mexico City Airport,El Zocalo,Guanajuato,San Angel,Templo Mayor,Teotihuacan,Zona Rosa,,"
"Hotel in Miami","United States of America,Florida,Miami,,Biscayne National Park,Coral Castle,Crandon Park Beach,Everglades National Park,Gold Coast Railroad Museum,Jungle Island,Lincoln Road Mall,Miami Beaches,Miami Childrens Museum,Miami Science Museum,Miami Seaquarium,Spanish Monastery,Vizcaya Villa,Wolfsonian Museum,,"
"Hotel in Milan","Italy,,Milan,,Basilica of SantAmbrogio,Cinque Terre,Dolomite Mountains,Duomo di Milano (Milan Cathedral),La Scala Opera,Leonardo da Vinci National Science & Technology Museum,Museum of Historic Art of the Sforzesco Castle,Orto Botanico di Brera,Pinacoteca di Brera,Portofino,Santa Maria delle Grazie,,"
"Hotel in Milwaukee","United States of America,Wisconsin,Milwaukee,Milwaukee Airport,Lambeau Field,Miller Brewing Company,Miller Park,Mitchell Park Horticultural Conservatory,The House on the Rock,Wisconsin Dells,,"
"Hotel in Minneapolis-St Paul","United States of America,Minnesota,Minneapolis-St Paul,Minneapolis-St Paul International,Chain of Lakes,Mall of America,Minnesota Childrens Museum,Minnesota History Center,Minnesota Science Museum,Minnesota Zoo,Target Field,Valleyfair,Walker Art Center,,"
"Hotel in Montreal","Canada,Quebec,Montreal,Montreal Trudeau Airport,Montreal Botanical Garden,Montreal Museum of Fine Arts,Olympic Park,St Joseph’s Oratory,,"
"Hotel in Moscow","Russia,,Moscow,,Arkhangelskoye Palace,Bolshoi Opera and Ballet Theatre,Borodino Panorama Museum,Cathedral of Christ the Saviour,Golden Ring,Moscow Metro,Poklonnaya Hill,Red Square,St Basils Cathedral,The Kremlin,Tretyakov Gallery,Yasnaya Polyana,,"
"Hotel in Mumbai","India,,Mumbai,Mumbai International,Colaba,Crawford Market,Dhobi Ghat,Elephanta Caves,Fort Area,Haji Ali Dargah,Kala Ghoda Bazaar,Mani Bhavan Gandhi Museum,Marine Drive,Nehru Centre,Prince of Wales Museum,,"
"Hotel in Munich","Germany,,Munich,Munich International,Alte Pinakothek,Berchtesgaden,Chiemsee,Dachau Memorial Site,Deutsches Museum,Marienplatz,Nymphenburg Palace,Olympiapark,Romantic Road,,"
"Hotel in Muscat","Oman,,Muscat,Muscat International Airport,Al Hajar Mountains,Al Jalali and Al Mirani Forts,Bahla,Bait al Baranda,Beaches in Oman,Muttrah Fish Market,Nizwa Fort,Old Muttrah Souk,Qasr Al Alam Royal Palace,Salalah,Sultan Qaboos Grand Mosque,Wahiba Sands,,"
"Hotel in Nairobi","Kenya,,Nairobi,Nairobi Airport,Amboseli National Park,Karen Blixen Museum,Masai Mara National Reserve,Mount Kenya National Park,Nairobi National Museum,Nairobi National Park and Sheldrick Elephant Orphanage,The Giraffe Centre,,"
"Hotel in Naples","Italy,,Naples,Naples International Airport,Blue Grotto (Grotta Azzurra),Capri,Duomo San Gennaro,Museo Archeologico Nazionale,Museo e Gallerie di Capodimonte,Paestum,Pompeii,Sassi de Matera,Sorrento,"
"Hotel in Nashville","United States of America,Tennessee,Nashville,Nashville International Airport,Belle Meade Plantation,Chattanooga,Country Music Hall of Fame and Museum,Grand Ole Opry,Great Smoky Mountains National Park,Knoxville,Parthenon,Ryman Auditorium,Tennessee State Museum,,"
"Hotel in Nassau","Bahamas,,Nassau,Nassau International,,,"
"Hotel in New Haven","United States of America,Connecticut,New Haven,,Freedom Schooner Amistad,Peabody Museum of Natural History,Yale University,,"
"Hotel in New Orleans","United States of America,Louisiana,New Orleans,New Orleans International,Audubon Aquarium of the Americas,Avery Island,French Quarter,Grand Isle,Hurricane Katrina Tour,Jean Lafitte National Historical Park and Preserve,Louisiana Childrens Museum,Louisiana State Museum,Mardi Gras World,Mississippi River Boat Rides,New Orleans Museum of Art,Preservation Hall,The National WWII Museum,,"
"Hotel in New York City","United States of America,New York,New York City,,American Museum of Natural History,Broadway,Brooklyn Bridge,Brooklyn Childrens Museum,Central Park,Central Park Zoo,Coney Island,Ellis Island,Empire State Building,Grand Central Station,Greenwich Village,Metropolitan Museum of Art,Museum of Modern Art,Radio City Music Hall,Rockefeller Centre,St Patricks Cathedral,Staten Island Ferry,Tarrytown,The Frick Collection,The Guggenheim Museum,The Statue of Liberty,Times Square,Trump-Wollman Rink,Wall Street,World Trade Center - Ground Zero,,"
